"Ημ/νία","Τελευταία","Άνοιγμα","Υψηλό","Χαμηλό","Όγκος","Αλλ.%"
"12.10.2025","4.153,64","3.747,58","4.189,59","3.695,86","867,81K","10,89%"
"13.10.2025","4.240,91","4.151,91","4.286,97","4.049,46","671,55K","2,10%"
"14.10.2025","4.122,38","4.240,91","4.259,70","3.892,78","1,03M","-2,79%"
"15.10.2025","3.985,52","4.122,53","4.209,66","3.934,26","668,99K","-3,32%"
"16.10.2025","3.894,48","3.985,52","4.082,07","3.826,32","685,68K","-2,28%"
"17.10.2025","3.831,60","3.894,48","3.950,32","3.679,90","880,38K","-1,61%"
"18.10.2025","3.888,87","3.835,39","3.927,37","3.821,16","271,11K","1,49%"
"19.10.2025","3.982,53","3.889,19","4.028,09","3.844,52","463,11K","2,41%"
"20.10.2025","3.979,43","3.982,68","4.083,67","3.909,40","549,92K","-0,08%"
"21.10.2025","3.874,27","3.977,70","4.109,46","3.842,69","640,00K","-2,64%"
"22.10.2025","3.805,16","3.873,13","3.888,51","3.716,93","633,26K","-1,78%"
"23.10.2025","3.856,73","3.805,95","3.928,95","3.797,83","518,15K","1,36%"
"24.10.2025","3.934,75","3.856,73","4.012,48","3.847,03","470,68K","2,02%"
"25.10.2025","3.953,92","3.934,85","3.968,59","3.914,24","156,18K","0,49%"
"26.10.2025","4.158,33","3.953,68","4.177,48","3.922,17","367,17K","5,17%"
"27.10.2025","4.120,90","4.158,39","4.251,51","4.098,50","524,27K","-0,90%"
"28.10.2025","3.979,45","4.117,85","4.175,19","3.944,14","501,48K","-3,43%"
"29.10.2025","3.902,70","3.979,29","4.035,95","3.846,63","525,97K","-1,93%"
